2020-08-21,2001
2020-08-22,2000
2020-08-23,2006
2020-08-24,2006
2020-08-25,2001
2020-08-26,2001
2020-08-27,2006
2020-08-28,2006
2020-08-29,2003
2020-08-30,2002
2020-08-31,2000
2020-09-01,2008
2020-09-02,2006
2020-09-03,2001
2020-09-04,2006
2020-09-05,2004
2020-09-06,2001
2020-09-07,2006
2020-09-08,2000
2020-09-09,2000
2020-09-10,2001
2020-09-11,2008
2020-09-12,2004
2020-09-13,2000
2020-09-14,2010
2020-09-15,2008
2020-09-16,2007
2020-09-17,2007
2020-09-18,2001
2020-09-19,2008
2020-09-20,2009
2020-09-21,2005
2020-09-22,2008
2020-09-23,2010
2020-09-24,2002
2020-09-25,2003
2020-09-26,2005
2020-09-27,2002
2020-09-28,2004
2020-09-29,2008
2020-09-30,2005
2020-10-01,2004
2020-10-02,2001
2020-10-03,2007
2020-10-04,2004
2020-10-05,2002
2020-10-06,2008
2020-10-07,2008
2020-10-08,2000
2020-10-09,2009
2020-10-10,2000
2020-10-11,2005
2020-10-12,2000
2020-10-13,2003
2020-10-14,2009
2020-10-15,2006
2020-10-16,2009
2020-10-17,2006
2020-10-18,2007
2020-10-19,2004
2020-10-20,2003
2020-10-21,2009
2020-10-22,2003
2020-10-23,2000
2020-10-24,2004
2020-10-25,2001
2020-10-26,2007
2020-10-27,2000
2020-10-28,2004
2020-10-29,2002
2020-10-30,2010
2020-10-31,2009
2020-11-01,2010
2020-11-02,2010
2020-11-03,2008
2020-11-04,2003
2020-11-05,2003
2020-11-06,2004
2020-11-07,2006
2020-11-08,2001
2020-11-09,2009
2020-11-10,2010
2020-11-11,2008
2020-11-12,2010
2020-11-13,2010
2020-11-14,2001
2020-11-15,2006
2020-11-16,2005
2020-11-17,2007
2020-11-18,2005
2020-11-19,2000
2020-11-20,2005
2020-11-21,2004
2020-11-22,2005
2020-11-23,2008
2020-11-24,2010
2020-11-25,2006
2020-11-26,2009
2020-11-27,2009
2020-11-28,2010
2020-11-29,2003
2020-11-30,2001
2020-12-01,2010
2020-12-02,2004
2020-12-03,2008
2020-12-04,2003
2020-12-05,2008
2020-12-06,2003
2020-12-07,2006
2020-12-08,2005
2020-12-09,2007
2020-12-10,2008
2020-12-11,2005
2020-12-12,2002
2020-12-13,2005
2020-12-14,2008
2020-12-15,2008
2020-12-16,2005
2020-12-17,2009
2020-12-18,2005
2020-12-19,2000
2020-12-20,2002
2020-12-21,2009
2020-12-22,2002
2020-12-23,2002
2020-12-24,2001
2020-12-25,2007
2020-12-26,2008
2020-12-27,2000
2020-12-28,2009
2020-12-29,2003
2020-12-30,2005
2020-12-31,4306
2021-01-01,6037
2021-01-02,6026
2021-01-03,6094
2021-01-04,6276
2021-01-05,6404
2021-01-06,6175
2021-01-07,6315
2021-01-08,6530
2021-01-09,6512
2021-01-10,6525
2021-01-11,6195
2021-01-12,6245
2021-01-13,7164
2021-01-14,7339
2021-01-15,6867
2021-01-16,6236
2021-01-17,7030
2021-01-18,7354
2021-01-19,6854
2021-01-20,6583
2021-01-21,7219
2021-01-22,6814
2021-01-23,8238
2021-01-24,7582
2021-01-25,7781
2021-01-26,7308
2021-01-27,7252
2021-01-28,8254
2021-01-29,7682
2021-01-30,6487
2021-01-31,8292
2021-02-01,8159
2021-02-02,9077
2021-02-03,6481
2021-02-04,8407
2021-02-05,7358
2021-02-06,6716
2021-02-07,8291
2021-02-08,7653
2021-02-09,7712
2021-02-10,9870
2021-02-11,9755
2021-02-12,8430
2021-02-13,6865
2021-02-14,8174
2021-02-15,9270
2021-02-16,9947
2021-02-17,6280
2021-02-18,10071
2021-02-19,7758
2021-02-20,6007
2021-02-21,9687
2021-02-22,6169
2021-02-23,6689
2021-02-24,10419
2021-02-25,9916
2021-02-26,10686
2021-02-27,11034
2021-02-28,7670
2021-03-01,9159
2021-03-02,8498
2021-03-03,10448
2021-03-04,9305
2021-03-05,9492
2021-03-06,9044
2021-03-07,12196
2021-03-08,7304
2021-03-09,6895
2021-03-10,8582
2021-03-11,10015
2021-03-12,10363
2021-03-13,8698
2021-03-14,8987
2021-03-15,12146
2021-03-16,9504
2021-03-17,7180
2021-03-18,9909
2021-03-19,6134
2021-03-20,7413
2021-03-21,9117
2021-03-22,11586
2021-03-23,12314
2021-03-24,10450
2021-03-25,12104
2021-03-26,9479
2021-03-27,10459
2021-03-28,7961
2021-03-29,11433
2021-03-30,12902
2021-03-31,6954
2021-04-01,11471
2021-04-02,11261
2021-04-03,6091
2021-04-04,8433
2021-04-05,12114
2021-04-06,7802
2021-04-07,11735
2021-04-08,12660
2021-04-09,10466
2021-04-10,6609
2021-04-11,7734
2021-04-12,10762
2021-04-13,9407
2021-04-14,11001
2021-04-15,8511
2021-04-16,9307
2021-04-17,7310
2021-04-18,10712
2021-04-19,11966
2021-04-20,9208
2021-04-21,12513
2021-04-22,9828
2021-04-23,11515
2021-04-24,8645
2021-04-25,9862
2021-04-26,10073
2021-04-27,12292
2021-04-28,12676
2021-04-29,12656
2021-04-30,8703
2021-05-01,7369
2021-05-02,10868
2021-05-03,8717
2021-05-04,7819
2021-05-05,10986
2021-05-06,11023
2021-05-07,8666
2021-05-08,12012
2021-05-09,10536
2021-05-10,10037
2021-05-11,12372
2021-05-12,7241
2021-05-13,7228
2021-05-14,6986
2021-05-15,6417
2021-05-16,12301
2021-05-17,11693
2021-05-18,12074
2021-05-19,9684
2021-05-20,9807
2021-05-21,6067
2021-05-22,7077
2021-05-23,9059
2021-05-24,6146
2021-05-25,11344
2021-05-26,9119
2021-05-27,6363
2021-05-28,10649
2021-05-29,8049
2021-05-30,8561
2021-05-31,8463
2021-06-01,8323
2021-06-02,9529
2021-06-03,8357
2021-06-04,8662
2021-06-05,6980
2021-06-06,7478
2021-06-07,12489
2021-06-08,12286
2021-06-09,8875
2021-06-10,10736
2021-06-11,11472
2021-06-12,11617
2021-06-13,8018
2021-06-14,12934
2021-06-15,10378
2021-06-16,7997
2021-06-17,10771
2021-06-18,9747
2021-06-19,10911
2021-06-20,10208
2021-06-21,10859
2021-06-22,8024
2021-06-23,7052
2021-06-24,11940
2021-06-25,7136
2021-06-26,6557
2021-06-27,10718
2021-06-28,10468
2021-06-29,7408
2021-06-30,6922
2021-07-01,7490
2021-07-02,6237
2021-07-03,7296
2021-07-04,9711
2021-07-05,9158
2021-07-06,6046
2021-07-07,12248
2021-07-08,8408
2021-07-09,11152
2021-07-10,9037
2021-07-11,12770
2021-07-12,9775
2021-07-13,7118
2021-07-14,11447
2021-07-15,10150
2021-07-16,9825
2021-07-17,12560
2021-07-18,6771
2021-07-19,7052
2021-07-20,11216
2021-07-21,11956
2021-07-22,10421
2021-07-23,11369
2021-07-24,6465
2021-07-25,12962
2021-07-26,9569
2021-07-27,6103
2021-07-28,11377
2021-07-29,9074
2021-07-30,8175
2021-07-31,7441
2021-08-01,9517
2021-08-02,12440
2021-08-03,11611
2021-08-04,10946
2021-08-05,7551
2021-08-06,8643
2021-08-07,9078
2021-08-08,11071
2021-08-09,8208
2021-08-10,8102
2021-08-11,10496
2021-08-12,9725
2021-08-13,12219
2021-08-14,8291
2021-08-15,7918
2021-08-16,10890
2021-08-17,7683
2021-08-18,6942
2021-08-19,12627
2021-08-20,7366
2021-08-21,11968
2021-08-22,8125
2021-08-23,9497
2021-08-24,9165
2021-08-25,10448
2021-08-26,11485
2021-08-27,6035
2021-08-28,12283
2021-08-29,8151
2021-08-30,7979
2021-08-31,7236
2021-09-01,6075
2021-09-02,12799
2021-09-03,8350
2021-09-04,8973
2021-09-05,8344
2021-09-06,11179
2021-09-07,8541
2021-09-08,9327
2021-09-09,11948
2021-09-10,11228
2021-09-11,7045
2021-09-12,8643
2021-09-13,9955
2021-09-14,11841
2021-09-15,11104
2021-09-16,8659
2021-09-17,8008
2021-09-18,8189
2021-09-19,12117
2021-09-20,6339
2021-09-21,6165
2021-09-22,6607
2021-09-23,11275
2021-09-24,7539
2021-09-25,9848
2021-09-26,12895
2021-09-27,6844
2021-09-28,8979
2021-09-29,6008
2021-09-30,12281
2021-10-01,12459
2021-10-02,11432
2021-10-03,7309
2021-10-04,6510
2021-10-05,8782
2021-10-06,7713
2021-10-07,6188
2021-10-08,10479
2021-10-09,8043
2021-10-10,6242
2021-10-11,9585
2021-10-12,11183
2021-10-13,11670
2021-10-14,12971
2021-10-15,11919
2021-10-16,7777
2021-10-17,8256
2021-10-18,6674
2021-10-19,6567
2021-10-20,12918
2021-10-21,11895
2021-10-22,9243
2021-10-23,11755
2021-10-24,7182
2021-10-25,8164
2021-10-26,10878
2021-10-27,11356
2021-10-28,10469
2021-10-29,6429
2021-10-30,10247
2021-10-31,8504
2021-11-01,10765
2021-11-02,8665
2021-11-03,12348
2021-11-04,10491
2021-11-05,11101
2021-11-06,11962
2021-11-07,12196
2021-11-08,9388
2021-11-09,12025
2021-11-10,6087
2021-11-11,6181
2021-11-12,8933
2021-11-13,11663
2021-11-14,7328
2021-11-15,9100
2021-11-16,8069
2021-11-17,6979
2021-11-18,9636
2021-11-19,6673
2021-11-20,10112
2021-11-21,7495
2021-11-22,8843
2021-11-23,11852
2021-11-24,11285
2021-11-25,9107
2021-11-26,12848
2021-11-27,10862
2021-11-28,7706
2021-11-29,12811
2021-11-30,9982
2021-12-01,12611
2021-12-02,6938
2021-12-03,11536
2021-12-04,11539
2021-12-05,7164
2021-12-06,8283
2021-12-07,7504
2021-12-08,6647
2021-12-09,6818
2021-12-10,11079
2021-12-11,12475
2021-12-12,7527
2021-12-13,6321
2021-12-14,11852
2021-12-15,11264
2021-12-16,8055
2021-12-17,10968
2021-12-18,7027
2021-12-19,8055
2021-12-20,8654
2021-12-21,6741
2021-12-22,12569
2021-12-23,10305
2021-12-24,7664
2021-12-25,7856
2021-12-26,11539
2021-12-27,12285
2021-12-28,7184
2021-12-29,8972
2021-12-30,10560
2021-12-31,13115
2022-01-01,15032
2022-01-02,15092
2022-01-03,15131
2022-01-04,15170
2022-01-05,15184
2022-01-06,15048
2022-01-07,15196
2022-01-08,15090
2022-01-09,15007
2022-01-10,15479
2022-01-11,15016
2022-01-12,15270
2022-01-13,15423
2022-01-14,15043
2022-01-15,15185
2022-01-16,15072
2022-01-17,15791
2022-01-18,15741
2022-01-19,15850
2022-01-20,15955
2022-01-21,15371
2022-01-22,15519
2022-01-23,15258
2022-01-24,15532
2022-01-25,15831
2022-01-26,15386
2022-01-27,15216
2022-01-28,16286
2022-01-29,15529
2022-01-30,16345
2022-01-31,15767
2022-02-01,16344
2022-02-02,15639
2022-02-03,15838
2022-02-04,16048
2022-02-05,16638
2022-02-06,16479
2022-02-07,15437
2022-02-08,15595
2022-02-09,16029
2022-02-10,15538
2022-02-11,15186
2022-02-12,16201
2022-02-13,15650
2022-02-14,15513
2022-02-15,16234
2022-02-16,16840
2022-02-17,16728
2022-02-18,16445
2022-02-19,15221
2022-02-20,15787
2022-02-21,15135
2022-02-22,15833
2022-02-23,15341
2022-02-24,15734
2022-02-25,17258
2022-02-26,17237
2022-02-27,17053
2022-02-28,17570
2022-03-01,16550
2022-03-02,17427
2022-03-03,16500
2022-03-04,15825
2022-03-05,17233
2022-03-06,15166
2022-03-07,15017
2022-03-08,17609
2022-03-09,15638
2022-03-10,18038
2022-03-11,16954
2022-03-12,15953
2022-03-13,15306
2022-03-14,16410
2022-03-15,16318
2022-03-16,15737
2022-03-17,17950
2022-03-18,15474
2022-03-19,18244
2022-03-20,18446
2022-03-21,15511
2022-03-22,16957
2022-03-23,16237
2022-03-24,16324
2022-03-25,16069
2022-03-26,16998
2022-03-27,15038
2022-03-28,17701
2022-03-29,18836
2022-03-30,19186
2022-03-31,18117
2022-04-01,16266
2022-04-02,17542
2022-04-03,16121
2022-04-04,17809
2022-04-05,18950
2022-04-06,19189
2022-04-07,19332
2022-04-08,17139
2022-04-09,15647
2022-04-10,19018
2022-04-11,18934
2022-04-12,16606
2022-04-13,18834
2022-04-14,19769
2022-04-15,17214
2022-04-16,17175
2022-04-17,19932
2022-04-18,19557
2022-04-19,19782
2022-04-20,19240
2022-04-21,16225
2022-04-22,17665
2022-04-23,19687
2022-04-24,17014
2022-04-25,16706
2022-04-26,16321
2022-04-27,18952
2022-04-28,20517
2022-04-29,17285
2022-04-30,17067
2022-05-01,17567
2022-05-02,20443
2022-05-03,16473
2022-05-04,20064
2022-05-05,17180
2022-05-06,15492
2022-05-07,15641
2022-05-08,20323
2022-05-09,17648
2022-05-10,16313
2022-05-11,15498
2022-05-12,19970
2022-05-13,16553
2022-05-14,15392
2022-05-15,20831
2022-05-16,19087
2022-05-17,20578
2022-05-18,20870
2022-05-19,20099
2022-05-20,17281
2022-05-21,19710
2022-05-22,17413
2022-05-23,18807
2022-05-24,20523
2022-05-25,17062
2022-05-26,21097
2022-05-27,16069
2022-05-28,15883
2022-05-29,19838
2022-05-30,18448
2022-05-31,17721
2022-06-01,19867
2022-06-02,17853
2022-06-03,19162
2022-06-04,19822
2022-06-05,17425
2022-06-06,18839
2022-06-07,17942
2022-06-08,18101
2022-06-09,20855
2022-06-10,20500
2022-06-11,16881
2022-06-12,21781
2022-06-13,15464
2022-06-14,16246
2022-06-15,19718
2022-06-16,17795
2022-06-17,20059
2022-06-18,18236
2022-06-19,20936
2022-06-20,18208
2022-06-21,17990
2022-06-22,19322
2022-06-23,20468
2022-06-24,21794
2022-06-25,19286
2022-06-26,22447
2022-06-27,20612
2022-06-28,15298
2022-06-29,21896
2022-06-30,19715
2022-07-01,17852
2022-07-02,21493
2022-07-03,20439
2022-07-04,18799
2022-07-05,19106
2022-07-06,16119
2022-07-07,16227
2022-07-08,18282
2022-07-09,19962
2022-07-10,19318
2022-07-11,16182
2022-07-12,17108
2022-07-13,15485
2022-07-14,24374
2022-07-15,23949
2022-07-16,18031
2022-07-17,17941
2022-07-18,22049
2022-07-19,17180
2022-07-20,18084
2022-07-21,19924
2022-07-22,16742
2022-07-23,17130
2022-07-24,17554
2022-07-25,19925
2022-07-26,20001
2022-07-27,16346
2022-07-28,21605
2022-07-29,16731
2022-07-30,19856
2022-07-31,16908
2022-08-01,23426
2022-08-02,22246
2022-08-03,16496
2022-08-04,18005
2022-08-05,19983
2022-08-06,24932
2022-08-07,21893
2022-08-08,23053
2022-08-09,16713
2022-08-10,23563
2022-08-11,16832
2022-08-12,20037
2022-08-13,25624
2022-08-14,22173
2022-08-15,17377
2022-08-16,23959
2022-08-17,24803
2022-08-18,17353
2022-08-19,16180
2022-08-20,21524
2022-08-21,15115
2022-08-22,25270
2022-08-23,16255
2022-08-24,15035
2022-08-25,20898
2022-08-26,15946
2022-08-27,15097
2022-08-28,24247
2022-08-29,17316
2022-08-30,16937
2022-08-31,16843
2022-09-01,23785
2022-09-02,18672
2022-09-03,22504
2022-09-04,20183
2022-09-05,15901
2022-09-06,20439
2022-09-07,15887
2022-09-08,19570
2022-09-09,24250
2022-09-10,20378
2022-09-11,21494
2022-09-12,19748
2022-09-13,25574
2022-09-14,26511
2022-09-15,21404
2022-09-16,19636
2022-09-17,26896
2022-09-18,25893
2022-09-19,26926
2022-09-20,22254
2022-09-21,27519
2022-09-22,19942
2022-09-23,24983
2022-09-24,19486
2022-09-25,25362
2022-09-26,15781
2022-09-27,18133
2022-09-28,23114
2022-09-29,24992
2022-09-30,15053
2022-10-01,23872
2022-10-02,28328
2022-10-03,21666
2022-10-04,28812
2022-10-05,26946
2022-10-06,25597
2022-10-07,18118
2022-10-08,15842
2022-10-09,24829
2022-10-10,22013
2022-10-11,27987
2022-10-12,28347
2022-10-13,23106
2022-10-14,15223
2022-10-15,21618
2022-10-16,28733
2022-10-17,18950
2022-10-18,20161
2022-10-19,17002
2022-10-20,16133
2022-10-21,25478
2022-10-22,22220
2022-10-23,17134
2022-10-24,19812
2022-10-25,27822
2022-10-26,26469
2022-10-27,29888
2022-10-28,24180
2022-10-29,19447
2022-10-30,28879
2022-10-31,19512
2022-11-01,29718
2022-11-02,18712
2022-11-03,20680
2022-11-04,16353
2022-11-05,23616
2022-11-06,24623
2022-11-07,21896
2022-11-08,29817
2022-11-09,17233
2022-11-10,25420
2022-11-11,25033
2022-11-12,24335
2022-11-13,28121
2022-11-14,19403
2022-11-15,24224
2022-11-16,23118
2022-11-17,26808
2022-11-18,15632
2022-11-19,21048
2022-11-20,16025
2022-11-21,22084
2022-11-22,17374
2022-11-23,17319
2022-11-24,15870
2022-11-25,23524
2022-11-26,28303
2022-11-27,21686
2022-11-28,23816
2022-11-29,15941
2022-11-30,21601
2022-12-01,18713
2022-12-02,19401
2022-12-03,17879
2022-12-04,19772
2022-12-05,18232
2022-12-06,28377
2022-12-07,24173
2022-12-08,15185
2022-12-09,27670
2022-12-10,20281
2022-12-11,19673
2022-12-12,25247
2022-12-13,20204
2022-12-14,26127
2022-12-15,22050
2022-12-16,26819
2022-12-17,15959
2022-12-18,17325
2022-12-19,20498
2022-12-20,29967
2022-12-21,15039
2022-12-22,22579
2022-12-23,29327
2022-12-24,28217
2022-12-25,24079
2022-12-26,27063
2022-12-27,16533
2022-12-28,17168
2022-12-29,15138
2022-12-30,20006
2022-12-31,25801
2023-01-01,23871
2023-01-02,18819
2023-01-03,21147
2023-01-04,17616
2023-01-05,24825
2023-01-06,28076
2023-01-07,30677
2023-01-08,28292
2023-01-09,22037
2023-01-10,28941
2023-01-11,23422
2023-01-12,15958
2023-01-13,29291
2023-01-14,16967
2023-01-15,27020
2023-01-16,15519
2023-01-17,29622
2023-01-18,17343
2023-01-19,21446
2023-01-20,15236
2023-01-21,29776
2023-01-22,25486
2023-01-23,25903
2023-01-24,20033
2023-01-25,17052
2023-01-26,23473
2023-01-27,22305
2023-01-28,23109
2023-01-29,28505
2023-01-30,26940
2023-01-31,27307
2023-02-01,30553
2023-02-02,17931
2023-02-03,21693
2023-02-04,22529
2023-02-05,23975
2023-02-06,16554
2023-02-07,19364
2023-02-08,25335
2023-02-09,29706
2023-02-10,19343
2023-02-11,30788
2023-02-12,25524
2023-02-13,23461
2023-02-14,25960
2023-02-15,28178
2023-02-16,27763
2023-02-17,26293
2023-02-18,17016
2023-02-19,15071
2023-02-20,30558
2023-02-21,21119
2023-02-22,28185
2023-02-23,18415
2023-02-24,26745
2023-02-25,20087
2023-02-26,25952
2023-02-27,29449
2023-02-28,27551
2023-03-01,17852
2023-03-02,24670
2023-03-03,21411
2023-03-04,15859
2023-03-05,23157
2023-03-06,29106
2023-03-07,22359
2023-03-08,24906
2023-03-09,26768
2023-03-10,30676
2023-03-11,19719
2023-03-12,16439
2023-03-13,26571
2023-03-14,19942
2023-03-15,22961
2023-03-16,30978
2023-03-17,27196
2023-03-18,20744
2023-03-19,16398
2023-03-20,16089
2023-03-21,23548
2023-03-22,27146
2023-03-23,28712
2023-03-24,30367
2023-03-25,18222
2023-03-26,18871
2023-03-27,29851
2023-03-28,19295
2023-03-29,27686
2023-03-30,15787
2023-03-31,19380
2023-04-01,15511
2023-04-02,23143
2023-04-03,30692
2023-04-04,20952
2023-04-05,21853
2023-04-06,19257
2023-04-07,25035
2023-04-08,24912
2023-04-09,28465
2023-04-10,29908
2023-04-11,18816
2023-04-12,15101
2023-04-13,28732
2023-04-14,19859
2023-04-15,16704
2023-04-16,21355
2023-04-17,21814
2023-04-18,22112
2023-04-19,26968
2023-04-20,29669
2023-04-21,18013
2023-04-22,19884
2023-04-23,19991
2023-04-24,29452
2023-04-25,20815
2023-04-26,23075
2023-04-27,26427
2023-04-28,21671
2023-04-29,18408
2023-04-30,17110
2023-05-01,16141
2023-05-02,18263
2023-05-03,29103
2023-05-04,30428
2023-05-05,21860
2023-05-06,27981
2023-05-07,24234
2023-05-08,27190
2023-05-09,15253
2023-05-10,29649
2023-05-11,30022
2023-05-12,16524
2023-05-13,26811
2023-05-14,20308
2023-05-15,23739
2023-05-16,30691
2023-05-17,15526
2023-05-18,17734
2023-05-19,19441
2023-05-20,29507
2023-05-21,21451
2023-05-22,15791
2023-05-23,19969
2023-05-24,27542
2023-05-25,29807
2023-05-26,24627
2023-05-27,22734
2023-05-28,28880
2023-05-29,27337
2023-05-30,29571
2023-05-31,15478
2023-06-01,28678
2023-06-02,27794
2023-06-03,23171
2023-06-04,26152
2023-06-05,20541
2023-06-06,30280
2023-06-07,28381
2023-06-08,21893
2023-06-09,26576
2023-06-10,29194
2023-06-11,24487
2023-06-12,15012
2023-06-13,20102
2023-06-14,25696
2023-06-15,20626
2023-06-16,26518
2023-06-17,19853
2023-06-18,24095
2023-06-19,16390
2023-06-20,23740
2023-06-21,18501
2023-06-22,30413
2023-06-23,20472
2023-06-24,23144
2023-06-25,22842
2023-06-26,20773
2023-06-27,28895
2023-06-28,16097
2023-06-29,29719
2023-06-30,29487
2023-07-01,17776
2023-07-02,20198
2023-07-03,18489
2023-07-04,27135
2023-07-05,30678
2023-07-06,23805
2023-07-07,29916
2023-07-08,23298
2023-07-09,19473
2023-07-10,16247
2023-07-11,22502
2023-07-12,21094
2023-07-13,21645
2023-07-14,21122
2023-07-15,23628
2023-07-16,19251
2023-07-17,26494
2023-07-18,22939
2023-07-19,15344
2023-07-20,29785
2023-07-21,16175
2023-07-22,26087
2023-07-23,18236
2023-07-24,28634
2023-07-25,17575
2023-07-26,26232
2023-07-27,26332
2023-07-28,29992
2023-07-29,21987
2023-07-30,15682
2023-07-31,24464
